reaction_id,flux_slow,flux_fast,flux_ratio,DRF_category,Formula,Pathways_list,Pathways,Pathway_Groups_list,Pathway Groups
EX_hco3_e,2.4306788981495915,2.4781080315851285,1.0195127104084556,Unchanged,Bicarbonate -->,['Unknown'],Unknown,['Unknown'],Unknown
EX_his__L_e,-0.0084513191997523,-0.0094977591628272,1.123819718358948,Unchanged,L-Histidine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_ile__L_e,-0.05,-0.05,1.0,Unchanged,L-Isoleucine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_inost_e,-0.0004312453653349,-0.0004846420450143,1.12381971835902,Unchanged,Myo-Inositol <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_lac__L_e,8.734821505051944,8.654620153588919,0.9908182037358589,Unchanged,L-Lactate <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_leu__L_e,-0.0346738807881551,-0.0389671909417558,1.1238197183589362,Unchanged,L-Leucine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_lys__L_e,-0.0244673337144884,-0.05,2.043541016093321,Increased,L-lysinium(1+) <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_met__L_e,-0.0074469913945277,-0.0083690757716195,1.1238197183589307,Unchanged,L-Methionine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_nh4_e,1.0571493352198549,1.0974370403425115,1.0381097577990512,Unchanged,Ammonium -->,['Unknown'],Unknown,['Unknown'],Unknown
EX_o2_e,-3.281065811890058,-3.3640143201366848,1.0252809644799061,Unchanged,O2 <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_phe__L_e,-0.0161390023756565,-0.0181373291044062,1.1238197183590422,Unchanged,L-phenylalanine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_pi_e,-0.0373208980139716,-0.0419419610949673,1.1238197183590206,Unchanged,hydrogenphosphate <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_pro__L_e,-0.05,-0.0180779471395497,0.36155894279099393,Decreased,L-Proline <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_pyr_e,1.1976649360143523,1.229614993971815,1.026676958635683,Unchanged,Pyruvate -->,['Unknown'],Unknown,['Unknown'],Unknown
EX_ser__L_e,-0.0312099853229028,-0.0350743969155712,1.1238197183589376,Unchanged,L-Serine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_thr__L_e,-0.0215516056066177,-0.024220119343012,1.1238197183589373,Unchanged,L-Threonine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_trp__L_e,-0.014873131365479,-0.0167147183021965,1.123819718354124,Unchanged,L-Tryptophan <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_tyr__L_e,-0.011016139162682,-0.0123801544112082,1.1238197183589425,Unchanged,L-Tyrosine <==>,['Unknown'],Unknown,['Unknown'],Unknown
EX_val__L_e,-0.05,-0.05,1.0,Unchanged,L-Valine <==>,['Unknown'],Unknown,['Unknown'],Unknown
FAS100COA,0.0127456937204786,0.0143238619272376,1.1238197183589422,Unchanged,3.0 proton + Malonyl-CoA + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced + Octanoyl-CoA (n-C8:0CoA) --> carbon dioxide + Coenzyme A + Decanoyl-CoA (n-C10:0CoA) + Water + 2.0 Nicotinamide adenine dinucleotide phosphate,['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FAS120COA,0.0127456937204786,0.0143238619272375,1.1238197183589347,Unchanged,Decanoyl-CoA (n-C10:0CoA) + 3.0 proton + Malonyl-CoA + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced --> carbon dioxide + Coenzyme A + Dodecanoyl-CoA (n-C12:0CoA) + Water + 2.0 Nicotinamide adenine dinucleotide phosphate,['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FAS140COA,0.0127456937204786,0.0143238619272375,1.1238197183589347,Unchanged,Dodecanoyl-CoA (n-C12:0CoA) + 3.0 proton + Malonyl-CoA + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced --> carbon dioxide + Coenzyme A + Water + 2.0 Nicotinamide adenine dinucleotide phosphate + Tetradecanoyl-CoA (n-C14:0CoA),['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FAS160COA,0.0127456937204786,0.0143238619272375,1.1238197183589347,Unchanged,3.0 proton + Malonyl-CoA + 2.0 Nicotinamide adenine dinucleotide phosphate - reduced + Tetradecanoyl-CoA (n-C14:0CoA) --> carbon dioxide + Coenzyme A + Water + 2.0 Nicotinamide adenine dinucleotide phosphate + Palmitoyl-CoA (n-C16:0CoA),['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FAS80COA__L,0.0127456937204786,0.0143238619272376,1.1238197183589422,Unchanged,Acetyl-CoA + 9.0 proton + 3.0 Malonyl-CoA + 6.0 Nicotinamide adenine dinucleotide phosphate - reduced --> 3.0 carbon dioxide + 3.0 Coenzyme A + 3.0 Water + 6.0 Nicotinamide adenine dinucleotide phosphate + Octanoyl-CoA (n-C8:0CoA),['Fatty Acid Biosynthesis'],Fatty Acid Biosynthesis,['Lipid metabolism'],Lipid metabolism
FBA,4.983382670690483,4.972630789787005,0.9978424532864565,Unchanged,"D-Fructose 1,6-bisphosphate <==> Dihydroxyacetone phosphate + Glyceraldehyde 3-phosphate",['Pentose Phosphate Pathway'],Pentose Phosphate Pathway,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
FKYNH,0.0093048059069925,0.0104569243537093,1.123819718351244,Unchanged,N-formyl-L-kynurenine + Water --> L-kynurenine + Formate + proton,['Tryptophan Metabolism'],Tryptophan Metabolism,['AAA metabolism (Trp/Phe/Tyr)'],AAA metabolism (Trp/Phe/Tyr)
FTHFL,0.0093048059069925,0.0104569243537093,1.123819718351244,Unchanged,"ATP + Formate + 5,6,7,8-Tetrahydrofolate --> 10-Formyltetrahydrofolate + ADP + hydrogenphosphate",['Folate Metabolism'],Folate Metabolism,['Folate Metabolism'],Folate Metabolism
FUM,-12.52198356090388,-12.845756921714225,1.0258563956130105,Unchanged,Fumarate + Water <==> (S)-malate(2-),"['Citric Acid Cycle', 'Pyruvate Metabolism']",Citric Acid Cycle; Pyruvate Metabolism,['Central Energy Metabolism'],Central Energy Metabolism
FUMSO4tm,12.529834761897288,12.854580256203343,1.0259177794821042,Unchanged,Fumarate + sulfate <==> Fumarate + sulfate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
FUMm,13.700734149845658,14.037526551608412,1.0245820696963561,Unchanged,Fumarate + Water <==> (S)-malate(2-),"['Citric Acid Cycle', 'Pyruvate Metabolism']",Citric Acid Cycle; Pyruvate Metabolism,['Central Energy Metabolism'],Central Energy Metabolism
G6PDH2r,0.0082708832958609,0.0092949817360983,1.1238197183546166,Unchanged,"D-Glucose 6-phosphate + Nicotinamide adenine dinucleotide phosphate <==> 6-phospho-D-glucono-1,5-lactone + proton + Nicotinamide adenine dinucleotide phosphate - reduced",['Pentose Phosphate Pathway'],Pentose Phosphate Pathway,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
GALU,0.0018258739209881,0.0020519531156438,1.1238197183589511,Unchanged,D-Glucose 1-phosphate + proton + UTP --> Diphosphate + UDPglucose,['Pentose And Glucuronate Interconversions'],Pentose And Glucuronate Interconversions,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
GAPD,9.960836025640017,9.938598097627953,0.99776746369935,Unchanged,Glyceraldehyde 3-phosphate + Nicotinamide adenine dinucleotide + hydrogenphosphate <==> 3-Phospho-D-glyceroyl phosphate + proton + Nicotinamide adenine dinucleotide - reduced,['Glycolysis/Gluconeogenesis'],Glycolysis/Gluconeogenesis,['Central Energy Metabolism'],Central Energy Metabolism
GARFT,0.0046524029534962,0.0052284621768547,1.1238197183512664,Unchanged,"10-Formyltetrahydrofolate + N1-(5-Phospho-D-ribosyl)glycinamide <==> N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide + proton + 5,6,7,8-Tetrahydrofolate","['Folate Metabolism', 'Purine Metabolism', 'Purine Synthesis']",Folate Metabolism; Purine Metabolism; Purine Synthesis,"['Folate Metabolism', 'Nitrogen disposal', 'Nucleotide metabolism']",Folate Metabolism; Nitrogen disposal; Nucleotide metabolism
GCC2am,0.0004146590051297,0.0004660019663599,1.123819718359042,Unchanged,Glycine + proton + lipoamide <==> S-aminomethyldihydrolipoamide + carbon dioxide,"['Alanine, Aspartate And Glutamate Metabolism', 'Glycine, Serine And Threonine Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Glycine, Serine And Threonine Metabolism",['AA other'],AA other
GCC2bim,0.0004146590051297,0.0004660019663599,1.123819718359042,Unchanged,"S-aminomethyldihydrolipoamide + 5,6,7,8-Tetrahydrofolate --> dihydrolipoamide + 5,10-Methylenetetrahydrofolate + Ammonium","['Alanine, Aspartate And Glutamate Metabolism', 'Glycine, Serine And Threonine Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Glycine, Serine And Threonine Metabolism",['AA other'],AA other
GCC2cm,0.0638597428009041,0.0593848663331025,0.9299264877756719,Unchanged,dihydrolipoamide + Nicotinamide adenine dinucleotide <==> proton + lipoamide + Nicotinamide adenine dinucleotide - reduced,['Glycolysis/Gluconeogenesis'],Glycolysis/Gluconeogenesis,['Central Energy Metabolism'],Central Energy Metabolism
GHMT2rm,0.0004146590051298,0.0004660019663599,1.1238197183587708,Unchanged,"L-serine + 5,6,7,8-Tetrahydrofolate <==> Glycine + Water + 5,10-Methylenetetrahydrofolate","['Alanine, Aspartate And Glutamate Metabolism', 'Biosynthesis Of Amino Acids', 'Cyanoamino Acid Metabolism', 'Folate Metabolism', 'Glycine, Serine And Threonine Metabolism', 'Glyoxylate And Dicarboxylate Metabolism', 'Methane Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Biosynthesis Of Amino Acids; Cyanoamino Acid Metabolism; Folate Metabolism; Glycine, Serine And Threonine Metabolism; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism","['AA other', 'Cyanoamino Acid Metabolism', 'Folate Metabolism', 'Glyoxylate And Dicarboxylate Metabolism', 'Methane Metabolism']",AA other; Cyanoamino Acid Metabolism; Folate Metabolism; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism
GK1,0.0183751754585216,0.0206503845085917,1.1238197183589318,Unchanged,ATP + GMP <==> ADP + GDP,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
GLBRAN,0.0006086246403293,0.0006839843718812,1.1238197183589644,Unchanged,"glycogen, structure 1 (glycogenin-11[1,4-Glc]) --> glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",['Starch And Sucrose Metabolism'],Starch And Sucrose Metabolism,['Starch And Sucrose Metabolism'],Starch And Sucrose Metabolism
GLCt1,5.0,4.991305672131468,0.9982611344262937,Unchanged,D-glucose <==> D-glucose,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
GLGNS1,0.0006086246403293,0.0006839843718812,1.1238197183589644,Unchanged,"primed glycogenin (glycogenin-8[1,4-Glc]) + 3.0 UDPglucose --> glycogen, structure 1 (glycogenin-11[1,4-Glc]) + 3.0 proton + 3.0 UDP",['Starch And Sucrose Metabolism'],Starch And Sucrose Metabolism,['Starch And Sucrose Metabolism'],Starch And Sucrose Metabolism
GLNtN1,0.4991829570199727,0.4962826460851239,0.994189883901159,Unchanged,L-Glutamine + proton + 2.0 Sodium <==> L-glutamine + proton + 2.0 Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
GLNtm,0.462845298438953,0.4591630227677269,0.9920442625567433,Unchanged,L-glutamine --> L-glutamine,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
GLUDxm,0.587715744948997,0.6308699653037875,1.0734270278202866,Unchanged,L-glutamate(1-) + Water + Nicotinamide adenine dinucleotide <==> 2-Oxoglutarate + proton + Nicotinamide adenine dinucleotide - reduced + Ammonium,"['Alanine, Aspartate And Glutamate Metabolism', 'Arginine Biosynthesis', 'Nitrogen Metabolism', 'Taurine And Hypotaurine Metabolism']","Alanine, Aspartate And Glutamate Metabolism; Arginine Biosynthesis; Nitrogen Metabolism; Taurine And Hypotaurine Metabolism","['AA other', 'Nitrogen disposal', 'Taurine And Hypotaurine Metabolism']",AA other; Nitrogen disposal; Taurine And Hypotaurine Metabolism
GLUNm,0.462845298438953,0.4591630227677269,0.9920442625567433,Unchanged,L-glutamine + Water --> L-glutamate(1-) + Ammonium,"['Alanine, Aspartate And Glutamate Metabolism', 'Arginine Biosynthesis']","Alanine, Aspartate And Glutamate Metabolism; Arginine Biosynthesis",['AA other'],AA other
GLUPRT,0.0046524029534962,0.0052284621768547,1.1238197183512664,Unchanged,L-glutamine + Water + 5-Phospho-alpha-D-ribose 1-diphosphate --> L-glutamate(1-) + Diphosphate + 5-Phospho-beta-D-ribosylamine,"['Alanine, Aspartate And Glutamate Metabolism', 'Purine Metabolism', 'Purine Synthesis']","Alanine, Aspartate And Glutamate Metabolism; Purine Metabolism; Purine Synthesis","['AA other', 'Nitrogen disposal', 'Nucleotide metabolism']",AA other; Nitrogen disposal; Nucleotide metabolism
GLUt2m,10.018692269641637,10.260988801769283,1.0241844469923331,Unchanged,L-glutamate(1-) + proton <==> L-glutamate(1-) + proton,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
GLUt4,0.05,0.0741889499434889,1.483778998869778,Increased,L-glutamate(1-) + Sodium --> L-glutamate(1-) + Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
GLYt4,0.0167872684172182,0.0,2000.0,Off,Glycine + Sodium --> Glycine + Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
GMPR,1.0459036171371323,1.084798880614043,1.0371881909954337,Unchanged,GMP + 2.0 proton + Nicotinamide adenine dinucleotide phosphate - reduced --> IMP + Nicotinamide adenine dinucleotide phosphate + Ammonium,"['Nucleotide Interconversion', 'Nucleotide Metabolism', 'Purine Metabolism']",Nucleotide Interconversion; Nucleotide Metabolism; Purine Metabolism,"['Nucleotide metabolism', 'Nitrogen disposal']",Nucleotide metabolism; Nitrogen disposal
GND,0.0082708832958608,0.0092949817360983,1.1238197183546301,Unchanged,6-Phospho-D-gluconate + Nicotinamide adenine dinucleotide phosphate --> carbon dioxide + Nicotinamide adenine dinucleotide phosphate - reduced + D-ribulose 5-phosphate(2-),"['Glutathione Metabolism', 'Pentose Phosphate Pathway']",Glutathione Metabolism; Pentose Phosphate Pathway,['Redox & Pentose Metabolism'],Redox & Pentose Metabolism
GPAM_hs,0.011981844443429,0.0134654330478349,1.123819718358931,Unchanged,R total Coenzyme A + Glycerol 3-phosphate --> lysophosphatidic acid + Coenzyme A,['Triacylglycerol Synthesis'],Triacylglycerol Synthesis,['Lipid metabolism'],Lipid metabolism
GPDDA1,0.006244456584851,0.0070176434404918,1.1238197183589274,Unchanged,sn-Glycero-3-phosphocholine + Water --> Choline + Glycerol 3-phosphate + proton,['Glycerophospholipid Metabolism'],Glycerophospholipid Metabolism,['Lipid metabolism'],Lipid metabolism
GUAPRT,0.017269884109248,0.0194082362957464,1.1238197183589271,Unchanged,Guanine + 5-Phospho-alpha-D-ribose 1-diphosphate --> GMP + Diphosphate,"['Nucleotide Metabolism', 'Nucleotide Salvage Pathway', 'Purine Metabolism']",Nucleotide Metabolism; Nucleotide Salvage Pathway; Purine Metabolism,"['Nucleotide metabolism', 'Nucleotide Salvage Pathway', 'Nitrogen disposal']",Nucleotide metabolism; Nucleotide Salvage Pathway; Nitrogen disposal
H2O2t,-0.065238982626996,-0.0668506123519246,1.0247034772774295,Unchanged,Hydrogen peroxide <==> Hydrogen peroxide,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
HACD1m,-0.0063728468602393,-0.029665058879608,4.6549147547684955,Increased,Acetoacetyl-CoA + proton + Nicotinamide adenine dinucleotide - reduced <==> (S)-3-hydroxybutanoyl-CoA(4-) + Nicotinamide adenine dinucleotide,"['Butanoate Metabolism', 'Fatty Acid Degradation', 'Fatty Acid Metabolism', 'Lysine Degradation', 'Tryptophan Metabolism']",Butanoate Metabolism; Fatty Acid Degradation; Fatty Acid Metabolism; Lysine Degradation; Tryptophan Metabolism,"['AA other', 'Lipid metabolism', 'AAA metabolism (Trp/Phe/Tyr)']",AA other; Lipid metabolism; AAA metabolism (Trp/Phe/Tyr)
HACD9m,0.0375168209719689,0.0359711572605039,0.9588007813183356,Unchanged,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-) + Nicotinamide adenine dinucleotide <==> 2-methylacetoacetyl-CoA(4-) + proton + Nicotinamide adenine dinucleotide - reduced","['Valine, Leucine And Isoleucine Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation",['BCAA metabolism (Val/Leu/Iso)'],BCAA metabolism (Val/Leu/Iso)
HEX1,4.999999999999999,4.991305672131468,0.9982611344262938,Unchanged,ATP + D-glucose --> ADP + D-Glucose 6-phosphate + proton,"['Glycolysis/Gluconeogenesis', 'Starch And Sucrose Metabolism']",Glycolysis/Gluconeogenesis; Starch And Sucrose Metabolism,"['Central Energy Metabolism', 'Starch And Sucrose Metabolism']",Central Energy Metabolism; Starch And Sucrose Metabolism
HIBDm,0.0259282628238054,0.0229477071062386,0.8850460696954107,Unchanged,3-hydroxy-2-methylpropanoate + Nicotinamide adenine dinucleotide <==> 2-methyl-3-oxopropanoate + proton + Nicotinamide adenine dinucleotide - reduced,"['Valine, Leucine And Isoleucine Biosynthesis']","Valine, Leucine And Isoleucine Biosynthesis",['BCAA metabolism (Val/Leu/Iso)'],BCAA metabolism (Val/Leu/Iso)
HIStN1,0.0084513191997523,0.0094977591628271,1.1238197183589362,Unchanged,proton + L-Histidine + 2.0 Sodium <==> proton + L-histidine + 2.0 Sodium,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
HMGCOASim,0.0063728468602393,0.0296650588796081,4.6549147547685115,Increased,Acetoacetyl-CoA + Acetyl-CoA + Water --> Coenzyme A + proton + Hydroxymethylglutaryl-CoA,"['Butanoate Metabolism', 'Synthesis And Degradation Of Ketone Bodies', 'Terpenoid Backbone Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","Butanoate Metabolism; Synthesis And Degradation Of Ketone Bodies; Terpenoid Backbone Biosynthesis; Valine, Leucine And Isoleucine Degradation","['AA other', 'Lipid metabolism', 'Terpenoid Backbone Biosynthesis', 'BCAA metabolism (Val/Leu/Iso)']",AA other; Lipid metabolism; Terpenoid Backbone Biosynthesis; BCAA metabolism (Val/Leu/Iso)
HMGLm,0.0063728468602393,0.029665058879608,4.6549147547684955,Increased,Hydroxymethylglutaryl-CoA --> acetoacetate + Acetyl-CoA,"['Butanoate Metabolism', 'Cholesterol Metabolism', 'Valine, Leucine And Isoleucine Degradation']","Butanoate Metabolism; Cholesterol Metabolism; Valine, Leucine And Isoleucine Degradation","['AA other', 'Lipid metabolism', 'BCAA metabolism (Val/Leu/Iso)']",AA other; Lipid metabolism; BCAA metabolism (Val/Leu/Iso)
HUMANGEM_MAR00120,0.000348313564309,0.0003914416517423,1.1238197183588283,Unchanged,CDP-diacylglycerol(2-) <==> CDP-diacylglycerol(2-),"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR00587,-0.0001563856819346,-0.0001757493130271,1.1238197183588572,Unchanged,cardiolipin <==> cardiolipin,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR05036,0.0003483135643091,0.0003914416517423,1.1238197183585057,Unchanged,Guanosine --> Guanosine,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR05116,9.940481353881069,10.148611976992438,1.020937680551064,Unchanged,proton + L-phenylalanine --> proton + L-phenylalanine,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR06107,-0.0061799830332533,-0.0258110500565122,4.176556783024792,Increased,mono(glucosyluronic acid)bilirubin(2-) + Reduced glutathione + Bicarbonate <==> mono(glucosyluronic acid)bilirubin(2-) + Reduced glutathione + Bicarbonate,"['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum","['Transport, Endoplasmic Reticulum']","Transport, Endoplasmic Reticulum"
HUMANGEM_MAR08093,0.0375168209719689,0.0359711572605039,0.9588007813183356,Unchanged,3-methyl-2-oxopentanoate + proton --> 3-methyl-2-oxopentanoate + proton,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR08651,-0.0036184803423646,-0.0040665195592437,1.1238197183589826,Unchanged,Carbamoyl phosphate + hydrogenphosphate + Diphosphate <==> Carbamoyl phosphate + hydrogenphosphate + Diphosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR08891,0.0001919278823743,0.0002156923387151,1.1238197183588692,Unchanged,Glycerol 3-phosphate --> Glycerol 3-phosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR11363,0.0001919278823743,0.0002156923387151,1.1238197183588692,Unchanged,phosphatidyl glycerol phosphate <==> phosphatidyl glycerol phosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR11371,-0.0001563856819346,-0.0001757493130271,1.1238197183588572,Unchanged,phosphatidylglycerol(1-) <==> phosphatidylglycerol(1-),"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR11443,-9.940481353881069,-10.148611976992436,1.0209376805510637,Unchanged,proton + keto-phenylpyruvate <==> proton + keto-phenylpyruvate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR20139,1.0470089084864065,1.0860410288268882,1.0372796449238508,Unchanged,CTP + GMP <==> CTP + GMP,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR20145,-1.0473572220507152,-1.0864324704786306,1.0373084250580775,Unchanged,CTP + IMP <==> CTP + IMP,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR20147,-0.0018258739209881,-0.0020519531156438,1.1238197183589511,Unchanged,CTP + UDP <==> CTP + UDP,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
HUMANGEM_MAR20148,0.0018258739209881,0.0020519531156438,1.1238197183589511,Unchanged,CTP + UMP <==> CTP + UMP,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
ICDHxm,0.5501629958172702,0.5599733315170398,1.0178316894708561,Unchanged,Isocitrate + Nicotinamide adenine dinucleotide --> 2-Oxoglutarate + carbon dioxide + Nicotinamide adenine dinucleotide - reduced,"['2-oxocarboxylic Acid Metabolism', 'Biosynthesis Of Amino Acids', 'Citric Acid Cycle']",2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Citric Acid Cycle,"['2-oxocarboxylic Acid Metabolism', 'AA other', 'Central Energy Metabolism']",2-oxocarboxylic Acid Metabolism; AA other; Central Energy Metabolism
ILETA,0.0375168209719689,0.0359711572605039,0.9588007813183356,Unchanged,2-Oxoglutarate + L-isoleucine <==> 3-methyl-2-oxopentanoate + L-glutamate(1-),"['2-oxocarboxylic Acid Metabolism', 'Biosynthesis Of Amino Acids', 'Valine, Leucine And Isoleucine Biosynthesis', 'Valine, Leucine And Isoleucine Degradation']","2-oxocarboxylic Acid Metabolism; Biosynthesis Of Amino Acids; Valine, Leucine And Isoleucine Biosynthesis; Valine, Leucine And Isoleucine Degradation","['2-oxocarboxylic Acid Metabolism', 'AA other', 'BCAA metabolism (Val/Leu/Iso)']",2-oxocarboxylic Acid Metabolism; AA other; BCAA metabolism (Val/Leu/Iso)
ILEtec,0.05,0.05000000000001,1.0000000000002,Unchanged,L-Isoleucine <==> L-isoleucine,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
IMPC,-0.0046524029534963,-0.0052284621768546,1.1238197183512209,Unchanged,Water + IMP <==> 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,"['Purine Metabolism', 'Purine Synthesis']",Purine Metabolism; Purine Synthesis,"['Nitrogen disposal', 'Nucleotide metabolism']",Nitrogen disposal; Nucleotide metabolism
INSTt2,0.0004312453653349,0.0004846420450143,1.12381971835902,Unchanged,proton + Myo-Inositol <==> proton + myo-inositol,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
KYN3OX,0.0093048059069925,0.0104569243537093,1.123819718351244,Unchanged,L-kynurenine + proton + Nicotinamide adenine dinucleotide phosphate - reduced + O2 --> Water + 3-hydroxy-L-kynurenine + Nicotinamide adenine dinucleotide phosphate,['Tryptophan Metabolism'],Tryptophan Metabolism,['AAA metabolism (Trp/Phe/Tyr)'],AAA metabolism (Trp/Phe/Tyr)
MALCOAtm,-0.0892198560433508,-0.1002670334906631,1.1238197183589338,Unchanged,Malonyl-CoA <==> Malonyl-CoA,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
MALSO4tm,-12.529834761897176,-12.854580256203343,1.0259177794821133,Unchanged,(S)-malate(2-) + sulfate <==> (S)-malate(2-) + sulfate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
MALtm,-9.983403304877054,-10.18446654003616,1.0201397488430506,Unchanged,(S)-malate(2-) + hydrogenphosphate <==> (S)-malate(2-) + hydrogenphosphate,"['Transport, Mitochondrial']","Transport, Mitochondrial",['Mitochondrial transport'],Mitochondrial transport
MDH,0.0330944090960977,0.0371921495095595,1.1238197183567475,Unchanged,(S)-malate(2-) + Nicotinamide adenine dinucleotide <==> proton + Nicotinamide adenine dinucleotide - reduced + Oxaloacetate,"['Citric Acid Cycle', 'Glyoxylate And Dicarboxylate Metabolism', 'Methane Metabolism', 'Pyruvate Metabolism']",Citric Acid Cycle; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism; Pyruvate Metabolism,"['Central Energy Metabolism', 'Glyoxylate And Dicarboxylate Metabolism', 'Methane Metabolism']",Central Energy Metabolism; Glyoxylate And Dicarboxylate Metabolism; Methane Metabolism
ME2m,1.1456561798456832,1.1545774803846305,1.0077870662209922,Unchanged,(S)-malate(2-) + Nicotinamide adenine dinucleotide phosphate --> carbon dioxide + Nicotinamide adenine dinucleotide phosphate - reduced + pyruvate,['Pyruvate Metabolism'],Pyruvate Metabolism,['Central Energy Metabolism'],Central Energy Metabolism
METtec,0.0074469913945277,0.0083690757716195,1.1238197183589307,Unchanged,L-Methionine <==> L-methionine,['Extracellular Transport'],Extracellular Transport,['Extracellular Transport'],Extracellular Transport
