reaction_id,flux
PGMT,-0.0025957172145899734
HEX1,4.999999999999999
PGI,4.9763763054762284
PFK,4.976376305476228
TPI,4.967947012104647
GAPD,9.944323317580876
PGK,-9.944323317580876
PGM,-9.941233825883053
PYK,9.941233825883053
_LDH__L,-8.556033946728718
PDHm,0.6533118325434055
GCC2cm,0.051121924727013913
CSm,0.5587277427679376
MDH,0.047048006112699506
ICDHxm,0.5587277427679375
FUM,-13.426657424605619
r0509,1.2236497443089323
SUCOASm,-1.2236497443089323
PGL,0.011758136146901018
GND,0.011758136146901021
PPM,0.02455138603003254
PRPPS,0.03630952217693356
FBA,4.9763763054762284
GALU,0.0025957172145899734
GLOX1,0.0
GLOX2,0.0
ACCOACm,0.12683762747957572
ACACT1r,-0.009059830534255409
HMGCOASim,0.02427633393694096
NADH2_u10m,5.696693767850081
ATPS4m,10.896656852590741
CYOOm3,3.498898209738769
CYOR_u10m,6.997796419477537
PPAm,0.38706464475256186
r0034,0.005144140352390004
GLUDxm,0.7019020107484933
GLUPRT,0.006613995794511025
PRAGSr,0.006613995794511025
GARFT,0.006613995794511026
PRFGS,0.006613995794511025
r0666,0.006613995794511025
AIRCr,0.006613995794511024
PRASCS,0.006613995794511024
ADSL2,0.006613995794511023
AICART,0.006613995794511023
IMPC,-0.006613995794511022
NDPK5,0.0008498786021452027
NDPK10,0.0011789833951938368
NDPK10n,-0.0011789833951938366
GMPR,1.146122166676706
r0276,1.1481886550875584
ADSS,0.0045475073836586015
ADK1m,0.0
NDPK8,0.0023579667915245416
NDPK8m,0.001178983395762271
RNDR2,0.02490609160595779
ADKd,0.0011789833957622708
PUNP1,0.001178983395762271
PUNP3,0.0004951730262199482
NTD7,0.0011789833956485842
NTD8,0.02405621300381259
HXPRT,0.0
r0394,0.0
r0395,0.0
PUNP4,0.024056213003812586
GUAPRT,0.024551386030032533
GK1,0.02612270141466482
NDPK1,0.005764117192365628
PYNP2r,0.02287722960805032
NTD2,0.007739857566979978
OMPDC,0.0051441403523900045
ORPT,0.0051441403523900045
_DHORD9,0.0051441403523900045
_DHORTS,-0.0051441403523900045
UMPK2m,-0.0025957172145899725
ASPCTr,0.005144140352390004
NDPK3m,-0.0021005441883698186
CTPS2,0.018152066269274406
CYTDe,0.015137372041070341
r0531,-0.02254812481443325
CYTK1m,0.000495173026220154
_DCMPDA,0.0008498786021452026
RNDR3,0.0016997572042904052
_DURIPP,-0.02287722960805032
_DURIK1,0.02287722960805032
URIDK2,0.023727108210195517
NDPK6m,0.0011789833957622708
TMDSm,0.001178983395762271
r0475,0.022548124814433246
RE0452M,0.0011789833957622708
NDPK4n,0.0011789833957622708
ADSL1,0.0045475073836586015
ASPTA,-0.04704800611269949
GLUNm,0.448341292993633
PSERT,0.003089491697822023
GHMT2rm,0.003089491697822023
r0552,-1.424276711157807
r0553,1.4242767111578072
ILETA,0.0322535377041078
r0670,0.0322535377041078
VALTA,0.015778895325084096
r0385,0.015778895325084093
r0561,0.015778895325084096
r0604,0.03225353770410779
r0560,0.015778895325084096
r0603,0.0322535377041078
ECOAH12m,0.015778895325084096
ECOAH9m,0.03225353770410779
r0669,0.0
3HBCOAHLm,0.015778895325084093
HACD9m,0.03225353770410779
HIBDm,0.015778895325084096
HMGLm,0.02427633393694096
ACACT10m,0.03225353770410779
MMSAD1m,0.015778895325084093
PPCOACm,0.048032433029192106
MMEm,-0.048032433029192106
MMMm,0.048032433029192106
SACCD3m,0.02427633393694096
r0525,0.024276333936940953
r0450,0.02427633393694096
2OXOADOXm,0.02427633393694096
HACD1m,-0.024276333936940956
r0074,0.030336847554997104
PRO1xm,0.02713142749859862
P5CDm,0.027131427498598624
ORNTArm,0.030336847554997097
ARGNm,0.0303368475549971
HISD,0.004999999999881806
URCN,0.004999999999881806
IZPN,0.0049999999998818065
GluForTx,0.004999999999881806
PHETA1,10.561841269298936
PHETA1m,-10.561841269298936
TRPO2,0.00822799158914024
KYN3OX,0.008227991589140242
r0541,0.02427633393694096
AMPTASECG,0.028130861529218277
G6PDH2r,0.011758136146901018
r0129,0.02813086152921828
r0130,0.02186913847078173
GLGNS1,0.0008652390715299911
GLBRAN,0.0008652390715299911
GPAM_hs,0.017033749990534006
CHOLK,0.016224057879564362
_DAGK_hs,-0.01586824069072331
PSDm_hs,0.001684261993946102
PGPPTm,0.0002728504430192685
CLSm_hs,0.00022232258320088537
_DSAT,0.0007208641334089314
RE2675C,0.0007208641334089312
ME2m,1.1877632413744021
PCm,0.5587277427679376
AACOAT,0.009059830534255409
FTHFL,0.00822799158914024
MTHFCm,0.004999999999881765
r0226,0.006178983395644043
ADK1,0.36932616585852507
ADK1n,0.0
NTD7m,0.0
NTD9m,0.0004951730262199481
r0475m,0.0
PSP__Lm,0.003089491697822023
r0552m,2.3054965791293762
r0553m,-2.3054965791293762
r0594m,0.024276333936940956
3HKYNAKGAT,0.008227991589140242
ECOAH1m,-0.02427633393694096
r0202c,-0.008429293371581806
r1418,0.04088381757394177
r1418c,-2.627235168981948
r1418m,-0.7335978032767054
2HCO3_NAt,-1.327683015255583
TYRPHELAT2tc,0.015660874354028666
ASNt4,0.01678643295934297
ALAt4,0.030653298807900013
GLNt4,0.061188505238937214
SERt4,0.044369052670360204
PROt4,0.049999999999999996
GLYt4,0.004520073059225764
THRt4,0.030638409931873525
HIStN1,0.01701464924845644
GLNtN1,0.43881149476106285
ARGLYSex,0.05
_LYSt5r,0.1
ILEtec,0.050000000000000044
_LEUtec,0.04929343051778006
PHEtec,0.0386045649403588
VALtec,0.05
TRPt,0.016144090331166674
METtec,0.010586866671066642
GLUt4,0.07176193513022798
CYStec,-0.01934521200495735
ARGtm,0.0303368475549971
_LYStm,0.02427633393694096
MALSO4tm,-13.43781892778379
MALtm,-10.603850699041278
GLUt2m,10.679044196571324
GLCt1,5.0
INSTt2,0.0006130713657963807
ACACt2,-0.015216503402685577
PYRt2,-1.3609235452173953
_L__LACt2r,-8.556033946728718
NH4t,-1.1519720452787328
CHOLtu,0.005106682365644579
URIt,0.015137372041070341
CYTDt,-0.01513737204107034
PPItr,0.005144140352390004
PPItm,0.3858856613567996
CO2t,-0.4644275375921323
O2t,3.5160750570504584
H2O2t,-0.06997796419477538
COAtim,0.12683762747957575
CHOLESTTDe,-0.000687212578769888
BIOMASS_maintenance,0.033685239878922024
H2O2tp,0.0
H2Otp,0.0
CO2tm,-2.953815934256316
O2Stm,-0.06997796419477538
O2tm,3.498898209738769
PROtm,0.02713142749859862
PIter,-0.005144140352390004
PItx,0.0
PIt9,0.053056509719338674
GLNtm,0.448341292993633
ATPM,18.5
3DSPHR,0.0007208641334089314
R_group_phosphotase_1,0.017754614123942938
ASCBOX,0.03498898209738769
CDIPTr,0.0006130713657963809
CDS,0.0011082443920165347
CEPTC,0.016224057879564362
CHLPCTD,0.016224057879564362
CYTDK1,0.007410752773362909
CYTK1,0.001699757204290405
CYTK12,-0.0008498786021452026
_DADNK,0.001178983395762271
_DASCBR,0.03498898209738769
_DGK1,-0.02405621300381259
_DIDPtn,-0.0011789833951938368
_DITPtn,0.0011789833951938368
_DTDPtn,0.0011789833957622708
_DTTPtn,-0.0011789833957622708
FAS160COA,0.018119661068510817
GPDDA1,0.008877307061971469
_LPASE,0.00887730706197147
_LPCHOLt,0.008877307061971469
SERPT,0.0007208641334089314
SMS,0.0007208641334089312
r0647,-0.00822799158914024
r1030,0.008227991589140239
3MOBt2im,0.0157788953250841
AGPAT1,0.01703374999053401
AKGMALtm,10.567964196106747
ATPtm,11.375667917289041
_DGAT,0.000365046944567878
_DNDPt14m,0.001178983395762271
_DUTPDPm,0.0011789833957622708
FAS100COA,0.018119661068510817
FAS120COA,0.018119661068510817
FAS140COA,0.018119661068510817
FAS80COA__L,0.018119661068510817
FKYNH,0.008227991589140242
GCC2am,0.003089491697822023
GCC2bim,0.0030894916978220204
_LCAT1e,0.008877307061971469
PCt,0.008877307061971467
PE_HSter,-0.0016842619939461017
PGPP_hs,0.0002728504430192684
PSFLIP,0.0016842619939461017
PSSA1_hs,0.002240068451948315
PUNP2,-0.0011789833957622712
RPI,-0.011758136146901018
RTOTALt,0.008877307061971469
TRDR,0.004057723995814951
CHOLESTle,0.008877307061971469
ARTPLM2,-0.01703374999053401
ARTPLM3,-0.000365046944567878
BILGLCURtr,-0.028130861529218277
r1402,0.0008652390715299909
FOLt2,0.004999999999881772
r0512c,-0.004999999999881772
_DHFtm,0.004999999999881772
PSERtm,-0.003089491697822023
PGCD,0.0030894916978220226
MTHFD2m,0.004999999999881766
10FTHFtm,-0.004999999999881765
MALCOAtm,-0.12683762747957572
ENO,9.941233825883053
r1464,-0.02427633393694096
ACONTm,0.5587277427679375
AKGDm,1.1756173112797401
FUMSO4tm,13.43781892778379
FUMm,14.661468672092722
EX_hco3_e,2.586351351408006
