reaction_id,flux
PGMT,-0.0018258739209881208
HEX1,4.999999999999999
PGI,4.983382670690483
PFK,4.983382670690483
TPI,4.977453354949532
GAPD,9.960836025640017
PGK,-9.960836025640015
PGM,-9.960421366634884
PYK,9.960421366634883
_LDH__L,-8.734821505051944
PDHm,0.6018660308886523
GCC2cm,0.06385974280090417
CSm,0.5501629958172702
MDH,0.033094409096097795
ICDHxm,0.5501629958172702
FUM,-12.521983560903879
r0509,1.1708993879483718
SUCOASm,-1.1708993879483718
GLNLASEer,0.0
PGL,0.008270883295860934
GND,0.008270883295860898
PPM,0.0172698841092481
PRPPS,0.025540767405108997
FBA,4.983382670690483
RE0383C,0.0
GALU,0.0018258739209881208
INOSTO,0.0
ACCOACm,0.0892198560433508
ACACT1r,-0.006372846860239342
HMGCOASim,0.006372846860239343
NADH2_u10m,5.279562463752849
ATPS4m,10.064249695376681
CYOOm3,3.2619491313498004
CYOR_u10m,6.5238982626996
PPAm,0.27226819494000576
r0034,0.003618480342364678
GLUDxm,0.587715744948997
ALATA__L,-0.02156207870834729
GLUPRT,0.004652402953496239
PRAGSr,0.00465240295349624
GARFT,0.0046524029534962385
PRFGS,0.004652402953496292
r0666,0.004652402953496292
AIRCr,0.0046524029534963235
PRASCS,0.0046524029534963235
ADSL2,0.0046524029534963235
AICART,0.0046524029534963235
IMPC,-0.0046524029534963235
NDPK5,0.000597819811395709
NDPK10,0.000829318010486978
NDPK10n,-0.0008293180104869779
GMPR,1.0459036171371325
r0276,1.0473572220507152
ADSS,0.003198798039913638
ADK1m,0.0
NDPK8,0.0016586360205192085
NDPK8m,0.0008293180102596043
RNDR2,0.01751939035633492
ADKd,0.0008293180102596043
PUNP1,0.0008293180102596327
PUNP3,0.0003483135643090828
NTD7,0.0008293180106006953
NTD8,0.01692157054493892
PUNP4,0.016921570544939
GUAPRT,0.017269884109248082
GK1,0.01837517545852163
NDPK1,0.00405458314210067
PYNP2r,0.016092252534679385
NTD2,0.005444354263352802
OMPDC,0.0036184803423646794
ORPT,0.0036184803423646786
_DHORD9,0.0036184803423646786
_DHORTS,-0.0036184803423646786
NDP7r,0.0
UMPK2m,-0.001825873920988122
ASPCTr,0.0036184803423646786
NDPK3m,-0.0014775603566790881
CTPS2,0.012768488118360885
CYTDe,0.010647898271326579
r0531,-0.015860754335815713
CYTK1m,0.0003483135643090338
_DCMPDA,0.0005978198113957044
RNDR3,0.001195639622791418
_DURIPP,-0.016092252534679382
_DURIK1,0.016092252534679413
URIDK2,0.01669007234607532
NDPK6m,0.0008293180102596043
TMDSm,0.0008293180102596044
r0475,0.015860754335815713
RE0452M,0.0008293180102596043
NDPK4n,0.0008293180102596043
ADSL1,0.003198798039913637
ASPTA,-0.03309440909609696
GLUNm,0.462845298438953
PSERT,0.00041465900512979926
GHMT2rm,0.0004146590051298061
r0552,-1.2530872042220729
r0553,1.2530872042220729
ILETA,0.03751682097196896
r0670,0.03751682097196896
VALTA,0.025928262823805413
r0385,0.025928262823805413
r0561,0.025928262823805413
r0604,0.037516820971968956
r0560,0.025928262823805417
r0603,0.037516820971968956
ECOAH12m,0.025928262823805413
ECOAH9m,0.037516820971968956
3HBCOAHLm,0.025928262823805413
HACD9m,0.037516820971968956
HIBDm,0.02592826282380542
HMGLm,0.006372846860239343
ACACT10m,0.037516820971968734
MMSAD1m,0.02592826282380542
PPCOACm,0.06344508379577415
MMEm,-0.06344508379577414
MMMm,0.06344508379577414
SACCD3m,0.006372846860239286
r0525,0.006372846860239343
r0450,0.006372846860239343
r0451m,0.0
2OXOADOXm,0.006372846860239342
HACD1m,-0.006372846860239343
PRO1xm,0.033913837028996044
P5CDm,0.03391383702899605
_DDPGAm,0.0
PHETA1,9.940481353881065
PHETA1m,-9.940481353881067
TRPO2,0.009304805906992564
KYN3OX,0.009304805906992564
r0541,0.006372846860239343
AMPTASECG,0.006179983033253357
G6PDH2r,0.008270883295860936
r0129,0.0061799830332533575
GLGNS1,0.0006086246403293736
GLBRAN,0.000608624640329377
_DOLASNT__Ler,0.0
_DOLASNT_Uer,0.0
_DOLDPP__Ler,0.0
_DOLPGT2__Ler,0.0
UAG2EMAi,0.0
ACNMLr,0.0
ACNAMPH,0.0
GPAM_hs,0.011981844443429004
ACGPIDr,0.0
BMTer__L,0.0
GPIATr,0.0
H2ETr,0.0
H2MTer__L,0.0
H2MTer_U,0.0
H5MTer_U,0.0
H6MTer__L,0.0
CHOLK,0.011412292528783004
_DAGK_hs,-0.011162004353286653
PSDm_hs,0.0011847400146565773
PGPPTm,0.00019192788237436554
CLSm_hs,0.00015638568193466823
_DSAT,0.0005070687262730152
RE2675C,0.0005070687262730152
ME2m,1.1456561798456832
PCm,0.5501629958172704
AACOAT,0.006372846860239342
FTHFL,0.009304805906992564
r0226,0.0008293180102596045
ADK1,0.25979063157964405
ADK1n,0.0
NTD7m,0.0
NTD9m,0.00034831356430911365
r0475m,0.0
PSP__Lm,0.00041465900512979926
r0552m,2.1858112370259
r0553m,-2.1858112370259
r0594m,0.006372846860239343
3HKYNAKGAT,0.009304805906992564
ECOAH1m,-0.006372846860239343
r0202c,-0.005929315740952336
r1418,0.016892354856177592
r1418c,-2.447571253005769
r1418m,-0.7028279356563962
2HCO3_NAt,-1.2268756180195113
CAt7r,-0.01873311474458244
TYRPHELAT2tc,0.01101613916268209
SERt4,0.031209985322902808
PROt4,0.05000000000000007
GLYt4,0.016787268417218268
THRt4,0.021551605606617723
HIStN1,0.008451319199752371
GLNtN1,0.49918295701997273
ASNtN1,0.01180787721967679
ARGLYSex,0.013831413164710225
_LYSt5r,0.03829874687919871
ILEtec,0.05
_LEUtec,0.0346738807881551
PHEtec,0.027155141538338617
VALtec,0.05
TRPt,0.014873131365479032
METtec,0.0074469913945277005
GLUt4,0.05
_LYStm,0.006372846860239286
MALSO4tm,-12.529834761897176
MALtm,-9.983403304877054
GLUt2m,10.018692269641637
GLCt1,5.0
INSTt2,0.0004312453653349906
SO4t4_2,0.0
PYRt2,-1.1976649360143523
_L__LACt2r,-8.734821505051944
NH4t,-1.0465014369485282
CHOLtu,0.0035921317244387214
URIt,0.010647898271326579
CYTDt,-0.010647898271326579
PPItr,0.003618480342364678
PPItm,0.27143887692974616
CA2t,-0.01873311474458244
CO2t,-0.4518041665138707
_DAG_HSter,0.0
O2t,3.281065811890058
H2O2t,-0.06523898262699601
COAtim,0.0892198560433508
COAtr,0.0
OAAt_1,0.0
CHOLESTTDe,-0.00048339762078017265
BIOMASS_maintenance,0.023694800293131552
H2Oter,0.0
CO2tm,-2.8024115340652878
O2Stm,-0.06523898262699601
O2tm,3.2619491313498004
PROtm,0.033913837028996044
PIter,-0.0036184803423646777
PIt9,0.03732089801397166
GLNtm,0.46284529843895306
ATPM,18.5
3DSPHR,0.0005070687262730152
R_group_phosphotase_1,0.012488913169702019
ASCBOX,0.032619491313498006
CDIPTr,0.0004312453653349942
CDS,0.000779558929644028
CEPTC,0.011412292528783001
CHLPCTD,0.011412292528783001
CYTDK1,0.005212856064489136
CYTK1,0.001195639622791418
CYTK12,-0.000597819811395709
_DADNK,0.0008293180102596044
_DASCBR,0.032619491313498006
_DGK1,-0.01692157054493921
_DIDPtn,-0.0008293180104869782
_DITPtn,0.0008293180104869699
_DTDPtn,0.0008293180102596044
_DTTPtn,-0.0008293180102596043
FAS160COA,0.012745693720478686
GPDDA1,0.006244456584851035
_LPASE,0.00624445658485101
_LPCHOLt,0.00624445658485101
SERPT,0.0005070687262730152
SMS,0.0005070687262730152
r0647,-0.009304805906992564
r1030,0.009304805906992564
3MOBt2im,0.02592826282380542
AGPAT1,0.011981844443429005
AKGMALtm,9.958160096774257
ATPtm,10.52455479775555
_DGAT,0.00025678055077666664
_DNDPt14m,0.0008293180102596044
_DUTPDPm,0.0008293180102595978
FAS100COA,0.012745693720478684
FAS120COA,0.012745693720478684
FAS140COA,0.012745693720478684
FAS80COA__L,0.012745693720478686
FKYNH,0.009304805906992564
GCC2am,0.0004146590051297984
GCC2bim,0.0004146590051297982
_LCAT1e,0.00624445658485101
PCt,0.00624445658485101
PE_HSter,-0.0011847400146565773
PGPP_hs,0.00019192788237436552
PSFLIP,0.0011847400146565775
PSSA1_hs,0.0015757042194932478
PUNP2,-0.0008293180102596199
RPI,-0.008270883295860898
RTOTALt,0.00624445658485101
TRDR,0.002854275643310624
CHOLESTle,0.00624445658485101
ARTPLM2,-0.011981844443429007
ARTPLM3,-0.00025678055077666664
BILGLCURtr,-0.006179983033253355
r1402,0.0006086246403293736
r0512c,0.0
_DHFtm,0.0
PSERtm,-0.00041465900512979926
PGCD,0.0004146590051297992
BTNt2,-0.09731325151199885
BTNt4i,0.09731325151199884
MALCOAtm,-0.0892198560433508
ENO,9.960421366634884
r1464,-0.006372846860239342
ACONTm,0.5501629958172702
AKGDm,1.1074543041525975
FUMSO4tm,12.529834761897288
FUMm,13.700734149845658
EX_hco3_e,2.4306788981495915
EX_asn__L_e,-0.011807877219676766
EX_co2_e,0.46869652137004836
EX_glu__L_e,-0.05
EX_h_e,10.624828055621705
EX_ile__L_e,-0.05
EX_lac__L_e,8.734821505051944
EX_leu__L_e,-0.0346738807881551
EX_lys__L_e,-0.024467333714488487
EX_met__L_e,-0.007446991394527701
EX_o2_e,-3.281065811890058
EX_pi_e,-0.03732089801397166
EX_pro__L_e,-0.05
EX_ser__L_e,-0.031209985322902808
EX_so4_e,0.0
EX_val__L_e,-0.05
EX_gly_e,-0.016787268417218244
EX_his__L_e,-0.008451319199752354
EX_thr__L_e,-0.021551605606617723
EX_gln__L_e,-0.49918295701997273
EX_phe__L_e,-0.016139002375656526
EX_tyr__L_e,-0.011016139162682091
EX_oaa_e,0.0
EX_arg__L_e,-0.013831413164710227
EX_nh4_e,1.0571493352198549
EX_chol_e,-0.0035921317244387214
EX_chsterol_e,-0.0004833976207801729
EX_gthrd_e,-0.006179983033253355
EX_h2o2_e,0.06523898262699603
EX_inost_e,-0.0004312453653349906
EX_glc__D_e,-5.0
EX_trp__L_e,-0.014873131365479032
EX_C02470_e,0.009304805906992564
EX_pyr_e,1.1976649360143523
HUMANGEM_MAR08351,0.0
HUMANGEM_MAR08347,0.0
HUMANGEM_MAR08651,-0.003618480342364678
HUMANGEM_MAR07712,0.0
HUMANGEM_MAR20145,-1.0473572220507152
HUMANGEM_MAR20139,1.0470089084864065
HUMANGEM_MAR20148,0.0018258739209881221
HUMANGEM_MAR20147,-0.0018258739209881221
HUMANGEM_MAR08093,0.03751682097196896
HUMANGEM_MAR11443,-9.940481353881067
HUMANGEM_MAR07435,0.0
HUMANGEM_MAR07178,0.0
HUMANGEM_MAR00467,0.0
HUMANGEM_MAR00120,0.0003483135643090338
HUMANGEM_MAR08891,0.00019192788237436552
HUMANGEM_MAR11363,0.00019192788237436554
HUMANGEM_MAR11371,-0.00015638568193466823
HUMANGEM_MAR00587,-0.00015638568193466823
HUMANGEM_MAR05223,0.0
HUMANGEM_MAR05031,0.0
HUMANGEM_MAR05036,0.0003483135643091137
HUMANGEM_MAR20146,0.0
HUMANGEM_MAR06385,0.0
HUMANGEM_MAR05116,9.940481353881069
HUMANGEM_MAR06107,-0.006179983033253356
