genes	slow-breast	slow-breast.1	slow-breast.2	slow-breast.3	slow-breast.4	slow-breast.5	slow-breast.6	slow-breast.7	slow-breast.8	slow-breast.9	slow-breast.10	slow-breast.11
ADARB1	13.0428209292096	18.1552205448536	10.6427121373453	15.22537916905	14.6461431711138	16.3050457525783	11.3039812171059	10.3755352945538	19.5018598005437	16.8861481071754	11.2869995054435	14.4062486177765
DOCK2	0.66886261175434	1.00862336360298	0.608154979276873	2.07618806850682	0.784614812738241	0	1.56999739126471	0.778165147091534	0.907063246536915	1.11337240267091	2.05218172826245	0.161867961997489
GPR137B	0.66886261175434	0.504311681801488	4.86523983421498	2.53756319484167	2.87692098004022	0.407626143814457	1.56999739126471	0.778165147091534	1.20941766204922	0.371124134223636	5.13045432065613	1.29494369597991
LOC101748987	0.33443130587717	0.252155840900744	0.608154979276873	0.230687563167425	0	0	2.19799634777059	0.259388382363845	0	0.742248268447272	0	0
LOC121108744	1.33772522350868	0	0	0	0	0	0	0	0.60470883102461	0	0	0
TRHDE	0	0	0.608154979276873	0	0	0	0.313999478252942	0.518776764727689	0.302354415512305	0.371124134223636	0	0.323735923994977
ARMC1	81.6012386340295	65.056206952392	74.4989849614169	46.1375126334849	121.615295974427	49.3227634015493	61.5438977375766	103.495964563174	129.25651263151	130.079009045384	37.9653619728554	96.6351733125007
GGPS1	20.7347409643846	16.8944413403499	10.9467896269837	8.99681496352956	29.5538246131404	8.15252287628914	21.665963999453	10.6349236769176	15.7224296066399	18.5562067111818	7.18263604891859	15.3774563897614
PTPRC	5.35090089403472	7.31251938612158	12.4671770751759	8.07406471085986	6.01538023099318	2.8533830067012	12.5599791301177	2.07510705891076	6.50061993351456	3.52567927512454	12.3130903695747	5.6653786699121
CYTIP	3.00988175289453	2.2694025681067	4.86523983421498	4.61375126334849	1.04615308365099	6.11439215721686	5.65199060855295	2.07510705891076	3.93060740165997	4.45348961068363	11.2869995054435	2.26615146796484
LOC121107349	0	0	0	0	0	0	0	0	0	0	0	0
SORCS2	0	0	0	0	0	0	0	0	0.151177207756153	0	2.05218172826245	0
ABCC5	51.167989799207	230.974750265082	47.4360883835961	45.2147623808152	37.9230492823483	54.2142771273228	89.1758518238354	52.3964532374966	79.5192112797362	401.927437364198	61.5654518478736	50.017200257224
LOC100859848	6.6886261175434	4.28664929531265	2.43261991710749	2.07618806850682	6.01538023099318	3.26100915051566	4.39599269554118	4.6689908825492	3.62825298614766	2.96899307378909	7.18263604891859	6.15098255590456
FAM105A	0.33443130587717	0.504311681801488	3.04077489638436	2.7682507580091	0.784614812738241	0.815252287628914	0.627998956505883	0.259388382363845	1.51177207756153	0.556686201335454	2.05218172826245	0.809339809987443
C12orf45	26.0856418584193	33.0324151579975	25.2384316399902	22.1460060640728	27.4615184458384	26.0880732041253	25.1199582602353	32.6829361778444	32.6542768753289	25.6075652614309	23.6000898750182	23.4708544896358
APOD	10.0329391763151	92.2890377696724	16.1161069508371	11.9957532847061	4.70768887642944	6.52201830103131	3.45399426078236	7.78165147091534	9.97769571190607	8.35029302003181	14.3652720978372	10.3595495678393
IL31RA	0	0.252155840900744	1.21630995855375	0.461375126334849	0.523076541825494	0.815252287628914	0.313999478252942	0.259388382363845	0.755886038780763	0.742248268447272	0	0.647471847989954
GRN	21.0691722702617	34.7975060443027	49.5646308110651	32.7576339697743	34.5230517604826	35.0558483680433	43.3319279989059	28.0139452952952	31.4448592132797	30.0610548721145	62.5915427120048	30.1074409315329
LOC124417152	0.66886261175434	0.252155840900744	0.304077489638436	0.230687563167425	0.523076541825494	0.815252287628914	0.313999478252942	1.81571867654691	0.302354415512305	0.185562067111818	2.05218172826245	0.323735923994977
RICTOR	12.7083896233325	14.6250387722432	7.29785975132247	7.15131445819016	16.9999876093285	12.2287843144337	8.16398643457648	14.2663610300115	20.1065686315683	20.2262653151882	9.23481777718104	21.852174869661
SDE2	186.278237373584	224.166542560762	125.888080710313	198.391304323985	88.9230121103339	261.695984328881	230.475617037659	183.906363095966	182.31971255392	233.251518359555	173.409356038177	173.36058729931
LOC107056510	1.67215652938585	0.252155840900744	0.304077489638436	1.15343781583712	0	0.407626143814457	1.25599791301177	0.778165147091534	1.96530370082998	1.29893446978273	2.05218172826245	0.161867961997489
C3orf18	1.33772522350868	0.756467522702233	1.52038744819218	0.461375126334849	1.56922962547648	0	1.56999739126471	1.29694191181922	0.453531623268458	0.92781033555909	0	0.485603885992466
