genes	slow-leg	slow-leg.1	slow-leg.2	slow-leg.3	slow-leg.4	slow-leg.5	slow-leg.6	slow-leg.7	slow-leg.8	slow-leg.9	slow-leg.10	slow-leg.11
ERCC8	2.14976877199268	3.81231857274544	2.15174665416684	3.34677615344803	3.55747905997237	4.316792561644	1.69918784947094	2.75937129639104	2.51496058189567	1.81272913107498	3.94063464097643	2.31898023404642
ADARB1	10.5534103352368	15.4875442017783	15.7794754638902	10.7096836910337	7.90550902216082	24.4618245159827	12.2341525161908	16.5562277783462	10.8981625215479	10.5138289602349	10.3062752148614	13.6819833808739
DOCK2	2.34520229671929	3.09750884035567	3.5862444236114	1.33871046137921	1.18582635332412	3.83714894368356	1.69918784947094	1.37968564819552	1.25748029094783	1.08763747864499	0.606251483227143	2.78277628085571
LOC112530599	0.195433524726607	0	0	0	0	0	0	1.7246070602444	0	0	0	2.55087825745107
GPR137B	3.32236992035233	2.85923892955908	0.71724888472228	3.01209853810322	3.16220360886433	3.59732713470333	2.7187005591535	0.34492141204888	2.72454063038697	1.81272913107498	2.72813167452214	1.39138814042785
LOC101748987	0.390867049453215	0.23826991079659	0.35862444236114	0.669355230689605	0	1.43893085388133	1.35935027957675	1.03476423614664	0.838320193965223	0.725091652429993	0	0
LOC121108744	1.56346819781286	2.85923892955908	0	0	0.790550902216082	2.158396280822	0.339837569894188	1.7246070602444	0	0	0	0
MMP13	0.195433524726607	0	0	0.334677615344803	0	0.239821808980222	0	0	0	0	0	0
TRHDE	0	0.23826991079659	0.71724888472228	0	0.395275451108041	0.239821808980222	0	0.34492141204888	0	0	0	0.695694070213927
ARMC1	90.8765889978725	86.7302475299587	47.3384263916705	37.4838929186179	62.4535212750705	61.3943830989369	94.1350068606901	55.1874259278208	87.1853001723832	42.4178616671546	97.3033630579565	73.279775395867
GGPS1	16.2209825523084	19.776402596117	5.73799107777824	7.69758515293046	7.11495811994474	5.99554522450556	18.6910663441803	6.20858541687984	5.86824135775656	17.0396538321048	28.7969454532893	10.8992071000182
PTPRC	17.9798842748479	16.4406238449647	7.53111328958394	10.0403284603441	13.8346407887814	19.6653883363782	9.17561438714308	9.65779953736864	15.5089235883566	13.4141955699549	6.365640573885	14.6095754744925
