genes	slow-liver	slow-liver.1	slow-liver.2	slow-liver.3	slow-liver.4	slow-liver.5	slow-liver.6	slow-liver.7	slow-liver.8	slow-liver.9	slow-liver.10	slow-liver.11
ERCC8	4.14886031170857	4.73721190590732	4.74072198440851	4.53857787472631	4.70388523702219	2.0336685698637	4.68365125721506	2.57459659439222	2.85056185346956	2.79720145806324	5.52681707259164	3.95486248374205
ADARB1	30.0792372598871	19.5061666713831	17.4916293907486	14.6243064852292	19.5742321153504	22.0314095068568	24.0037126932272	24.136843072427	18.2435958622052	20.8236108544708	14.6298098980367	15.8194499349682
DOCK2	13.4837960130528	3.06525476264592	2.61557075001849	3.02571858315088	3.33824113595123	3.72839237808346	2.63455383218347	3.21824574299027	2.56550566812261	4.35120226809837	7.47745839232986	1.97743124187102
LOC112530599	0	0	0.326946343752311	0.504286430525146	0	0.677889523287901	0.292728203575941	0	0	0.621600324014052	0	0.329571873645171
GPR137B	9.54237871692971	1.39329761938451	2.61557075001849	4.03429144420117	2.1243352683326	2.0336685698637	3.51273844291129	3.21824574299027	1.42528092673478	2.48640129605621	5.85192395921467	1.97743124187102
LOC101748987	1.86698714026886	0.557319047753803	0.326946343752311	1.00857286105029	1.21390586761863	0.677889523287901	1.17091281430376	0.321824574299027	0.570112370693913	0.621600324014052	1.95064131973822	0.329571873645171
LOC121108744	1.86698714026886	1.11463809550761	0.653892687504622	0	0	0.677889523287901	0	0	0.570112370693913	0	0.325106886623037	0
TRHDE	2.904202218196	5.01587142978423	6.86587321879853	4.03429144420117	5.3108381708315	4.40628190137136	6.73274868224665	3.86189489158833	5.41606752159217	7.77000405017565	6.50213773246075	4.61400623103239
ARMC1	49.1639946937465	81.6472404959321	79.2844883599355	67.0700952598444	60.2400786805745	39.9954818739862	84.8911790370229	60.5030199682171	75.2548329315965	73.9704385576722	65.0213773246075	80.7451090430668
GGPS1	8.71260665458799	9.19576428793775	12.7509074063401	5.54715073577661	4.85562347047452	4.74522666301531	7.02547688582259	5.47101776308346	7.41146081902087	7.1484037261616	7.15235150570682	6.26186559925825
PTPRC	99.5726474810056	19.2275071475062	18.6359415938817	28.2400401094082	27.1611437879668	28.1324152164479	15.2218665859489	26.3896150925202	16.5332587501235	29.5260153906675	27.3089784763351	19.4447405450651
CYTIP	27.589921072862	9.47442381181465	3.10599026564696	11.5985879020784	14.4151321779712	15.5914590356217	7.61093329297447	13.8384566948582	9.1217979311026	12.432006480281	9.10299282544505	13.512446819452
LOC121107349	0	0	0	0	0	0	0	0	0	0	0	1.97743124187102
SORCS2	0.622329046756285	0.557319047753803	0.653892687504622	0	0.151738233452329	0.338944761643951	0.878184610727823	0.643649148598054	0	0.310800162007026	0.325106886623037	0.659143747290342
ABCC5	127.577454585038	129.855338126636	89.5832981881333	91.7801303555766	179.051115473748	198.960575084999	72.0111380796815	216.266113928946	137.68213752258	141.10327355119	119.964441163901	218.835724100393
LOC100859848	4.77118935846485	4.73721190590732	8.01018542193162	7.06001002735204	3.64171760285589	5.42311618630321	3.51273844291129	4.82736861448541	3.42067422416348	3.72960194408431	8.77788593882201	6.59143747290342
FAM105A	7.88283459224628	0.278659523876901	3.75988295315158	4.03429144420117	1.21390586761863	2.7115580931516	1.17091281430376	2.25277202009319	1.14022474138783	3.41880178207729	2.6008550929843	0.988715620935512
C12orf45	26.137819963764	21.4567833385214	27.300019703318	24.7100350957322	24.1263791189203	13.2188457041141	28.3946357468663	24.4586676467261	29.6458432760835	24.242412636548	27.9591922495812	28.0136092598395
APOD	5.18607538963571	6.40916904916873	4.08682929690389	33.7871908451848	1.66912056797562	7.79572951781086	4.976379460791	9.97656180326984	6.84134844832695	9.01320469820376	20.8068407438744	9.22801246206478
