reaction_id,flux
PGMT,-0.002632924090825883
HEX1,5.000000000000228
PGI,4.976037684661473
PFK,4.976037684661473
TPI,4.967487566234885
GAPD,9.943525250896359
PGK,-9.94352525089636
PGM,-9.712892654734324
PYK,9.712892654734322
_LDH__L,-8.919703601920823
PDHm,0.5845769164542235
GCC2cm,0.2948011773802496
CSm,0.48792036581756637
MDH,0.04772238979799379
ICDHxm,0.48792036581756637
FUM,0.011321491587384006
r0509,1.0997084868060778
SUCOASm,-1.0997084868060778
GLNLASEer,0.0
PGL,0.01192667666210485
GND,0.011926676662104828
PPM,0.02490330432695084
PRPPS,0.036829980989055676
FBA,4.976037684661473
RE0383C,0.0
GALU,0.0026329240908258807
UDPG4E,0.0
INOSTO,0.0
GLOX1,0.0
GLOX2,0.0
ACCOACm,0.12865571146852606
ACACT1r,-0.00918969367632329
HMGCOASim,0.009189693676323293
NADH2_u10m,5.921475801141275
ATPS4m,11.224812340781698
CYOOm3,3.5414396952155767
CYOR_u10m,7.082879390431152
PPAm,0.39261280934150294
r0034,0.005217876194012257
GLUDxm,0.33413744171049503
ALATA__L,-0.031092681606826354
GLUPRT,0.006708800468092498
PRAGSr,0.006708800468092498
GARFT,0.006708800468092498
PRFGS,0.006708800468092498
r0666,0.006708800468092499
AIRCr,0.006708800468092498
PRASCS,0.006708800468092498
ADSL2,0.006708800468092496
AICART,0.006708800468092496
IMPC,-0.006708800468092496
NDPK5,0.0008620607180505204
NDPK10,0.001195882882976808
NDPK10n,-0.001195882882976808
GMPR,1.0057581678809997
r0276,1.0078542772298005
ADSS,0.004612691119291508
ADK1m,0.0
NDPK8,0.0023917657654988675
NDPK8m,0.0011958828827494338
RNDR2,0.025263094234246514
ADKd,0.0011958828827494338
PUNP1,0.0011958828827493895
PUNP3,0.0005022708107549307
NTD7,0.0011958828827493895
NTD8,0.024401033516195957
PUNP4,0.024401033516195957
GUAPRT,0.024903304326950884
GK1,0.026497142864996836
NDPK1,0.0058467397500418326
PYNP2r,0.023205150633446518
NTD2,0.007850800284838179
OMPDC,0.005217876194012298
ORPT,0.005217876194012297
_DHORD9,0.005217876194012297
_DHORTS,-0.005217876194012258
UMPK2m,-0.002632924090825881
ASPCTr,0.005217876194012258
NDPK3m,-0.0021306532800711184
CTPS2,0.01841225704788098
CYTDe,0.015354350348608338
r0531,-0.022871328468747603
CYTK1m,0.0005022708107547627
_DCMPDA,0.0008620607180505202
RNDR3,0.0017241214361010408
_DURIPP,-0.023205150633446518
_DURIK1,0.023205150633446518
URIDK2,0.024067211351497038
NDPK6m,0.001195882882749434
TMDSm,0.001195882882749434
r0475,0.022871328468747606
RE0452M,0.0011958828827494338
NDPK4n,0.0011958828827494338
AGTim,0.0
ADSL1,0.0046126911192915085
ASPTA,-0.04772238979799379
GLUNm,0.4314210669465303
PSERT,0.23063259616203285
GHMT2rm,0.2306325961620319
r0552,-1.2928953195464916
r0553,1.2928953195464916
ILETA,0.03199916083186906
r0670,0.03199916083186906
VALTA,0.01528837178147968
VALTAm,0.0
r0385,0.015288371781593365
r0561,0.015288371781593367
r0604,0.03199916083186906
r0560,0.01528837178159337
r0603,0.03199916083186906
ECOAH12m,0.015288371781593367
ECOAH9m,0.03199916083186906
3HBCOAHLm,0.015288371781593368
HACD9m,0.03199916083186906
HIBDm,0.015288371781593368
HMGLm,0.009189693676323293
ACACT10m,0.03199916083186937
MMSAD1m,0.015288371781593368
PPCOACm,0.04728753261346265
MMEm,-0.047287532613462656
MMMm,0.04728753261346265
SACCD3m,0.009189693676323293
r0525,0.009189693676323293
